Output Order,Index Name,In Text Name,Category,Introduced in Version,Description,Numerator/equation,Denominator,Corpus/Database,Reference,Corpus/Database Reference,Mode-Genre,Raw/Lemma,Types of Words,Raw/Log,Tokens/Types
330,COCA_news_tri_prop_60k,COCA News Trigram Proportion 60k,Ngram Frequency,TAALES 2.0,"Proportion of trigrams in text that are among the 60,000 most frequent trigrams in COCA",Number of trigrams in list,number of trigrams in text,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Newspaper,Raw,All Words,Raw,Tokens
331,COCA_news_tri_prop_70k,COCA News Trigram Proportion 70k,Ngram Frequency,TAALES 2.0,"Proportion of trigrams in text that are among the 70,000 most frequent trigrams in COCA",Number of trigrams in list,number of trigrams in text,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Newspaper,Raw,All Words,Raw,Tokens
332,COCA_news_tri_prop_80k,COCA News Trigram Proportion 80k,Ngram Frequency,TAALES 2.0,"Proportion of trigrams in text that are among the 80,000 most frequent trigrams in COCA",Number of trigrams in list,number of trigrams in text,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Newspaper,Raw,All Words,Raw,Tokens
333,COCA_news_tri_prop_90k,COCA News Trigram Proportion 90k,Ngram Frequency,TAALES 2.0,"Proportion of trigrams in text that are among the 90,000 most frequent trigrams in COCA",Number of trigrams in list,number of trigrams in text,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Newspaper,Raw,All Words,Raw,Tokens
334,COCA_news_tri_prop_100k,COCA News Trigram Proportion 100k,Ngram Frequency,TAALES 2.0,"Proportion of trigrams in text that are among the 100,000 most frequent trigrams in COCA",Number of trigrams in list,number of trigrams in text,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Newspaper,Raw,All Words,Raw,Tokens
335,COCA_spoken_Trigram_Frequency,COCA Spoken Trigram Frequency,Ngram Frequency,TAALES 2.0,Mean trigram frequency score,Sum of trigram frequency scores,number of trigrams in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Spoken,Raw,All Words,Raw,Tokens
336,COCA_spoken_Trigram_Range,COCA Spoken Trigram Range,Ngram Range,TAALES 2.0,Mean trigram range score,Sum of range scores,number of trigrams in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Spoken,Raw,All Words,Raw,Tokens
337,COCA_spoken_Trigram_Frequency_Log,COCA Spoken Trigram Frequency Logarithm,Ngram Frequency,TAALES 2.0,Mean trigram frequency score,Sum of trigram frequency scores,number of trigrams in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Spoken,Raw,All Words,Log Transformed,Tokens
338,COCA_spoken_Trigram_Range_Log,COCA Spoken Trigram Range Logarithm,Ngram Range,TAALES 2.0,Mean trigram range score,Sum of range scores,number of trigrams in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Spoken,Raw,All Words,Log Transformed,Tokens
339,COCA_spoken_tri_MI,COCA Spoken Trigram Unigram to Bigram Association Strength (MI),Ngram Association Strength,TAALES 2.0,"Mean Mutual Information Score (item 1 = first word, item 2 = following bigram)",Sum of Mutual Information scores,number of trigrams in text with Mutual Information score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Spoken,Raw,All Words,Raw,Tokens
340,COCA_spoken_tri_MI2,COCA Spoken Trigram Unigram to Bigram Association Strength (MI^2),Ngram Association Strength,TAALES 2.0,"Mean Mutual Information Score (MI^2)  (item 1 = first word, item 2 = following bigram)",Sum of MI^2 scores,number of trigrams in text with MI^2 scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Spoken,Raw,All Words,Raw,Tokens
341,COCA_spoken_tri_T,COCA Spoken Trigram Unigram to Bigram Association Strength (T),Ngram Association Strength,TAALES 2.0,"Mean T Association Strength Score  (item 1 = first word, item 2 = following bigram)",Sum of T scores,number of trigrams in text with T scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Spoken,Raw,All Words,Raw,Tokens
342,COCA_spoken_tri_DP,COCA Spoken Trigram Unigram to Bigram Association Strength  (DP),Ngram Association Strength,TAALES 2.0,"Mean Delta P Association Score (left to right)  (item 1 = first word, item 2 = following bigram)",Sum of Delta P scores,number of trigrams in text with Delta P scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Spoken,Raw,All Words,Raw,Tokens
343,COCA_spoken_tri_AC,COCA Spoken Trigram Unigram to Bigram Association Strength (AC),Ngram Association Strength,TAALES 2.0,"Mean Approximate Collexeme Strength Score (left to right DP * frequency of first item)  (item 1 = first word, item 2 = following bigram)",Sum of Collexeme scores,number of trigrams in text with Collexeme scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Spoken,Raw,All Words,Raw,Tokens
344,COCA_spoken_tri_2_MI,COCA Spoken Trigram Bigram to Unigram Association Strength (MI),Ngram Association Strength,TAALES 2.0,"Mean Mutual Information Score (item 1 = first bigram, item 2 = remaining word)",Sum of Mutual Information scores,number of trigrams in text with Mutual Information score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Spoken,Raw,All Words,Raw,Tokens
345,COCA_spoken_tri_2_MI2,COCA Spoken Trigram Bigram to Unigram Association Strength (MI^2),Ngram Association Strength,TAALES 2.0,"Mean Mutual Information Score (MI^2)  (item 1 = first bigram, item 2 = remaining word)",Sum of MI^2 scores,number of trigrams in text with MI^2 scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Spoken,Raw,All Words,Raw,Tokens
346,COCA_spoken_tri_2_T,COCA Spoken Trigram Bigram to Unigram Association Strength (T),Ngram Association Strength,TAALES 2.0,"Mean T Association Strength Score  (item 1 = first bigram, item 2 = remaining word)",Sum of T scores,number of trigrams in text with T scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Spoken,Raw,All Words,Raw,Tokens
347,COCA_spoken_tri_2_DP,COCA Spoken Trigram Bigram to Unigram Association Strength (DP),Ngram Association Strength,TAALES 2.0,"Mean Delta P Association Score (left to right)  (item 1 = first bigram, item 2 = remaining word)",Sum of Delta P scores,number of trigrams in text with Delta P scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Spoken,Raw,All Words,Raw,Tokens
348,COCA_spoken_tri_2_AC,COCA Spoken Trigram Bigram to Unigram Association Strength (AC),Ngram Association Strength,TAALES 2.0,"Mean Approximate Collexeme Strength Score (left to right DP * frequency of first item)  (item 1 = first bigram, item 2 = remaining word)",Sum of Collexeme scores,number of trigrams in text with Collexeme scores,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Spoken,Raw,All Words,Raw,Tokens
349,COCA_spoken_tri_prop_10k,COCA Spoken Trigram Proportion 10k,Ngram Frequency,TAALES 2.0,"Proportion of trigrams in text that are among the 10,000 most frequent trigrams in COCA",Number of trigrams in list,number of trigrams in text,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Spoken,Raw,All Words,Raw,Tokens
350,COCA_spoken_tri_prop_20k,COCA Spoken Trigram Proportion 20k,Ngram Frequency,TAALES 2.0,"Proportion of trigrams in text that are among the 20,000 most frequent trigrams in COCA",Number of trigrams in list,number of trigrams in text,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Spoken,Raw,All Words,Raw,Tokens
351,COCA_spoken_tri_prop_30k,COCA Spoken Trigram Proportion 30k,Ngram Frequency,TAALES 2.0,"Proportion of trigrams in text that are among the 30,000 most frequent trigrams in COCA",Number of trigrams in list,number of trigrams in text,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Spoken,Raw,All Words,Raw,Tokens
352,COCA_spoken_tri_prop_40k,COCA Spoken Trigram Proportion 40k,Ngram Frequency,TAALES 2.0,"Proportion of trigrams in text that are among the 40,000 most frequent trigrams in COCA",Number of trigrams in list,number of trigrams in text,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Spoken,Raw,All Words,Raw,Tokens
353,COCA_spoken_tri_prop_50k,COCA Spoken Trigram Proportion 50k,Ngram Frequency,TAALES 2.0,"Proportion of trigrams in text that are among the 50,000 most frequent trigrams in COCA",Number of trigrams in list,number of trigrams in text,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Spoken,Raw,All Words,Raw,Tokens
354,COCA_spoken_tri_prop_60k,COCA Spoken Trigram Proportion 60k,Ngram Frequency,TAALES 2.0,"Proportion of trigrams in text that are among the 60,000 most frequent trigrams in COCA",Number of trigrams in list,number of trigrams in text,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Spoken,Raw,All Words,Raw,Tokens
355,COCA_spoken_tri_prop_70k,COCA Spoken Trigram Proportion 70k,Ngram Frequency,TAALES 2.0,"Proportion of trigrams in text that are among the 70,000 most frequent trigrams in COCA",Number of trigrams in list,number of trigrams in text,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Spoken,Raw,All Words,Raw,Tokens
356,COCA_spoken_tri_prop_80k,COCA Spoken Trigram Proportion 80k,Ngram Frequency,TAALES 2.0,"Proportion of trigrams in text that are among the 80,000 most frequent trigrams in COCA",Number of trigrams in list,number of trigrams in text,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Spoken,Raw,All Words,Raw,Tokens
357,COCA_spoken_tri_prop_90k,COCA Spoken Trigram Proportion 90k,Ngram Frequency,TAALES 2.0,"Proportion of trigrams in text that are among the 90,000 most frequent trigrams in COCA",Number of trigrams in list,number of trigrams in text,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Spoken,Raw,All Words,Raw,Tokens
358,COCA_spoken_tri_prop_100k,COCA Spoken Trigram Proportion 100k,Ngram Frequency,TAALES 2.0,"Proportion of trigrams in text that are among the 100,000 most frequent trigrams in COCA",Number of trigrams in list,number of trigrams in text,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Spoken,Raw,All Words,Raw,Tokens
359,COCA_academic_lemma_range_AW,COCA Academic Range AW,Word Range,TAALES 2.5,Mean Range (number of documents that a word occurs in) score,Sum of range scores,number of words in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,All Words,Raw,Tokens
360,COCA_academic_lemma_frequency_AW,COCA Academic Frequency AW,Word Frequency,TAALES 2.5,Mean Frequency Score,Sum of frequency scores,number of words in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,All Words,Raw,Tokens
361,COCA_academic_lemma_range_Log_AW,COCA Academic Range AW Logarithm,Word Range,TAALES 2.5,Mean Range (number of documents that a word occurs in) score,Sum of range scores,number of words in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,All Words,Log Transformed,Tokens
362,COCA_academic_lemma_frequency_Log_AW,COCA Academic Frequency AW Logarithm,Word Frequency,TAALES 2.5,Mean Frequency Score,Sum of frequency scores,number of words in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,All Words,Log Transformed,Tokens
363,COCA_academic_lemma_range_CW,COCA Academic Range CW,Word Range,TAALES 2.5,Mean Range (number of documents that a word occurs in) score,Sum of range scores,number of words in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,Content Words,Raw,Tokens
364,COCA_academic_lemma_frequency_CW,COCA Academic Frequency CW,Word Frequency,TAALES 2.5,Mean Frequency Score,Sum of frequency scores,number of words in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,Content Words,Raw,Tokens
365,COCA_academic_lemma_range_Log_CW,COCA Academic Range CW Logarithm,Word Range,TAALES 2.5,Mean Range (number of documents that a word occurs in) score,Sum of range scores,number of words in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,Content Words,Log Transformed,Tokens
366,COCA_academic_lemma_frequency_Log_CW,COCA Academic Frequency CW Logarithm,Word Frequency,TAALES 2.5,Mean Frequency Score,Sum of frequency scores,number of words in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,Content Words,Log Transformed,Tokens
367,COCA_academic_lemma_range_FW,COCA Academic Range FW,Word Range,TAALES 2.5,Mean Range (number of documents that a word occurs in) score,Sum of range scores,number of words in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,Function Words,Raw,Tokens
368,COCA_academic_lemma_frequency_FW,COCA Academic Frequency FW,Word Frequency,TAALES 2.5,Mean Frequency Score,Sum of frequency scores,number of words in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,Function Words,Raw,Tokens
369,COCA_academic_lemma_range_Log_FW,COCA Academic Range FW Logarithm,Word Range,TAALES 2.5,Mean Range (number of documents that a word occurs in) score,Sum of range scores,number of words in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,Function Words,Log Transformed,Tokens
370,COCA_academic_lemma_frequency_Log_FW,COCA Academic Frequency FW Logarithm,Word Frequency,TAALES 2.5,Mean Frequency Score,Sum of frequency scores,number of words in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,Function Words,Log Transformed,Tokens
371,COCA_academic_lemma_range_AW_TP,COCA Academic Range AW,Word Range,TAALES 2.5,Mean Range (number of documents that a word occurs in) score,Sum of range scores,number of words in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,All Words,Raw,Types
372,COCA_academic_lemma_frequency_AW_TP,COCA Academic Frequency AW,Word Frequency,TAALES 2.5,Mean Frequency Score,Sum of frequency scores,number of words in text with frequency score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,All Words,Raw,Types
373,COCA_academic_lemma_range_Log_AW_TP,COCA Academic Range AW Logarithm,Word Range,TAALES 2.5,Mean Range (number of documents that a word occurs in) score,Sum of range scores,number of words in text with range score,Corpus of Contemporary American English,"Davies, 2009","Davies, 2009",Written - Academic,Lemma,All Words,Log Transformed,Types
